#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double Particle
#column double Layer1
#column double Layer2
#column double Layer3
#column double Layer4
#column double Layer5
#column double Layer6
#column double Layer7
#column double Layer8
50000,2,1.38148,1.17094,695.773,236.259,203.499,132.281,120.143,1439.5
50000,2,1.37702,1.46239,138.841,126.754,110.618,207.453,148.797,1324.46
50000,2,3.4093,1.3959,142.613,191.734,116.874,106.59,115.17,1326.35
50000,2,2.30086,1.38124,118.773,111.16,123.165,121.325,114.019,1410.77
50000,2,1.39669,3.45669,341.763,313.964,129.848,122.398,121.313,1841.87
50000,2,2.01421,1.55604,124.351,129.112,124.808,118.381,133.379,1487.13
50000,2,1.69257,3.1397,145.418,118.382,173.974,130.769,106.232,1360.7
50000,2,1.52027,1.35807,148.405,117.598,122.232,121.53,175.564,1462.72
50000,2,2.37588,1.60109,106.986,119.243,110.058,111.976,118.278,1304.31
50000,2,1.27454,1.91353,111.083,212.126,126.354,125.265,114.794,1500.37
50000,2,1.24781,1.76203,200.842,150.092,113.653,112.286,132.353,3442.43
50000,2,2.01141,1.30483,120.411,308.711,312.559,145.95,147.165,2154.59
50000,2,1.39182,1.32833,123.899,114.404,130.26,141.485,167.138,1461.35
50000,2,2.02036,1.48259,122.959,227.741,270.109,158.909,143.869,1506.9
50000,2,2.49668,1.64222,154.559,112.408,128.487,107.629,131.476,1769.29
50000,2,1.30535,4.12913,131.218,140.639,140.709,112.598,112.679,2074.04
50000,2,1.53043,1.47613,123.617,124.942,169.85,147.653,112.104,2211.39
50000,2,1.23219,2.0433,147.048,153.093,123.758,106.776,112.055,2009.98
50000,2,1.31572,1.96779,111.03,119.724,117.382,122.585,150.829,1343.93
50000,2,1.77652,1.40929,110.623,113.378,101.12,116.594,133.776,1279.33
50000,2,1.36221,1.59098,134.714,134.022,117.858,129.716,119.331,1647.56
50000,2,1.29956,1.37066,177.649,163.057,168.339,152.984,114.415,1605.65
50000,2,1.26061,1.36903,115.547,127.839,359.183,291.84,137.27,1391.53
50000,2,1.44129,1.21025,116.84,122.382,113.113,116.81,144.42,2048.28
50000,2,1.20864,1.86229,109.015,123.4,116.149,121.107,130.279,2261.71
50000,2,1.30684,1.32319,142.366,115.421,183.765,176.252,153.753,1503.35
50000,2,1.77904,1.69112,166.149,139.719,133.075,116.561,113.238,1331.39
50000,2,1.67902,2.10929,158.5,122.101,134.465,172.898,132.174,1568.64
50000,2,1.24603,1.26982,117.08,133.504,108.612,141.158,129.085,1405
50000,2,1.93271,1.38282,229.956,146.749,119.756,147.118,145.377,1961.39
50000,2,1.28699,2.04551,108.537,109.719,496.241,394.773,671.764,1675.49
50000,2,1.41987,1.55513,167.027,186.337,187.079,134.082,107.274,1646.73
50000,2,1.14732,1.74504,112.854,111.454,127.005,157.446,129.511,1466.53
